File Index,Similarity
1,76.47058823529412
2,70.58823529411765
3,64.70588235294117
4,76.47058823529412
5,76.47058823529412
6,76.47058823529412
7,76.47058823529412
8,76.47058823529412
9,76.47058823529412
10,76.47058823529412
11,76.47058823529412
12,76.47058823529412
13,76.47058823529412
14,64.70588235294117
15,76.47058823529412
16,76.47058823529412
17,76.47058823529412
18,76.47058823529412
19,76.47058823529412
20,76.47058823529412
21,76.47058823529412
22,82.35294117647058
23,88.23529411764706
24,88.23529411764706
25,64.70588235294117
26,88.23529411764706
27,88.23529411764706
28,88.23529411764706
29,88.23529411764706
30,88.23529411764706
31,88.23529411764706
32,88.23529411764706
33,88.23529411764706
34,94.11764705882352
35,94.11764705882352
36,64.70588235294117
37,94.11764705882352
38,94.11764705882352
39,94.11764705882352
40,94.11764705882352
41,94.11764705882352
42,94.11764705882352
43,94.11764705882352
44,94.11764705882352
45,94.11764705882352
46,94.11764705882352
47,70.58823529411765
48,94.11764705882352
49,94.11764705882352
50,94.11764705882352
51,94.11764705882352
52,94.11764705882352
53,94.11764705882352
54,94.11764705882352
55,94.11764705882352
56,94.11764705882352
57,94.11764705882352
58,70.58823529411765
59,94.11764705882352
60,94.11764705882352
61,94.11764705882352
62,94.11764705882352
63,94.11764705882352
64,94.11764705882352
65,94.11764705882352
66,94.11764705882352
67,94.11764705882352
68,94.11764705882352
69,70.58823529411765
70,94.11764705882352
71,94.11764705882352
72,94.11764705882352
73,94.11764705882352
74,94.11764705882352
75,94.11764705882352
76,94.11764705882352
77,94.11764705882352
78,94.11764705882352
79,94.11764705882352
80,70.58823529411765
81,94.11764705882352
82,94.11764705882352
83,94.11764705882352
84,94.11764705882352
85,94.11764705882352
86,94.11764705882352
87,94.11764705882352
88,94.11764705882352
89,94.11764705882352
90,94.11764705882352
91,76.47058823529412
92,94.11764705882352
93,94.11764705882352
94,94.11764705882352
95,94.11764705882352
96,94.11764705882352
97,94.11764705882352
98,94.11764705882352
99,94.11764705882352
100,94.11764705882352
101,94.11764705882352
102,76.47058823529412
103,94.11764705882352
104,94.11764705882352
105,94.11764705882352
106,94.11764705882352
107,94.11764705882352
108,94.11764705882352
109,94.11764705882352
110,94.11764705882352
111,94.11764705882352
112,94.11764705882352
113,70.58823529411765
114,76.47058823529412
115,94.11764705882352
116,94.11764705882352
117,94.11764705882352
118,94.11764705882352
119,94.11764705882352
120,94.11764705882352
121,94.11764705882352
122,94.11764705882352
123,94.11764705882352
124,94.11764705882352
125,76.47058823529412
126,94.11764705882352
127,94.11764705882352
128,94.11764705882352
129,94.11764705882352
130,94.11764705882352
131,94.11764705882352
132,94.11764705882352
133,94.11764705882352
134,94.11764705882352
135,94.11764705882352
136,76.47058823529412
137,94.11764705882352
138,94.11764705882352
139,94.11764705882352
140,94.11764705882352
141,94.11764705882352
142,94.11764705882352
143,94.11764705882352
144,94.11764705882352
145,94.11764705882352
146,94.11764705882352
147,76.47058823529412
148,94.11764705882352
149,94.11764705882352
150,94.11764705882352
151,94.11764705882352
152,94.11764705882352
153,94.11764705882352
154,94.11764705882352
155,94.11764705882352
156,94.11764705882352
157,94.11764705882352
158,76.47058823529412
159,94.11764705882352
160,94.11764705882352
