File Index,Similarity
1,64.70588235294117
2,64.70588235294117
3,64.70588235294117
4,70.58823529411765
5,70.58823529411765
6,70.58823529411765
7,76.47058823529412
8,76.47058823529412
9,82.35294117647058
10,82.35294117647058
11,82.35294117647058
12,82.35294117647058
13,82.35294117647058
14,52.94117647058824
15,82.35294117647058
16,82.35294117647058
17,82.35294117647058
18,82.35294117647058
19,82.35294117647058
20,82.35294117647058
21,82.35294117647058
22,82.35294117647058
23,82.35294117647058
24,76.47058823529412
25,47.05882352941176
26,76.47058823529412
27,76.47058823529412
28,76.47058823529412
29,76.47058823529412
30,76.47058823529412
31,76.47058823529412
32,76.47058823529412
33,76.47058823529412
34,76.47058823529412
35,76.47058823529412
36,47.05882352941176
37,82.35294117647058
38,82.35294117647058
39,82.35294117647058
40,88.23529411764706
41,88.23529411764706
42,88.23529411764706
43,88.23529411764706
44,88.23529411764706
45,88.23529411764706
46,88.23529411764706
47,47.05882352941176
48,88.23529411764706
49,88.23529411764706
50,88.23529411764706
51,88.23529411764706
52,88.23529411764706
53,88.23529411764706
54,88.23529411764706
55,88.23529411764706
56,94.11764705882352
57,100.0
58,47.05882352941176
59,94.11764705882352
60,82.35294117647058
61,82.35294117647058
62,82.35294117647058
63,76.47058823529412
64,76.47058823529412
65,70.58823529411765
66,70.58823529411765
67,70.58823529411765
68,70.58823529411765
69,47.05882352941176
70,70.58823529411765
71,70.58823529411765
72,70.58823529411765
73,70.58823529411765
74,70.58823529411765
75,64.70588235294117
76,64.70588235294117
77,58.82352941176471
78,58.82352941176471
79,58.82352941176471
80,41.17647058823529
81,64.70588235294117
82,64.70588235294117
83,64.70588235294117
84,70.58823529411765
85,70.58823529411765
86,70.58823529411765
87,70.58823529411765
88,70.58823529411765
89,76.47058823529412
90,88.23529411764706
91,41.17647058823529
92,88.23529411764706
93,88.23529411764706
94,88.23529411764706
95,100.0
96,100.0
97,100.0
98,100.0
99,100.0
100,100.0
101,100.0
102,41.17647058823529
103,100.0
104,100.0
105,100.0
106,100.0
107,100.0
108,100.0
109,100.0
110,100.0
111,100.0
112,100.0
113,64.70588235294117
114,41.17647058823529
115,100.0
116,100.0
117,100.0
118,100.0
119,94.11764705882352
120,88.23529411764706
121,88.23529411764706
122,88.23529411764706
123,88.23529411764706
124,82.35294117647058
125,41.17647058823529
126,88.23529411764706
127,94.11764705882352
128,94.11764705882352
129,100.0
130,100.0
131,100.0
132,100.0
133,100.0
134,100.0
135,100.0
136,41.17647058823529
137,100.0
138,100.0
139,100.0
140,100.0
141,100.0
142,100.0
143,100.0
144,100.0
145,100.0
146,100.0
147,41.17647058823529
148,100.0
149,100.0
150,100.0
151,100.0
152,100.0
153,100.0
154,100.0
155,100.0
156,100.0
157,100.0
158,41.17647058823529
159,100.0
160,100.0
161,100.0
162,100.0
163,100.0
164,100.0
165,100.0
166,100.0
167,100.0
168,100.0
169,41.17647058823529
170,100.0
171,100.0
172,100.0
173,100.0
174,100.0
175,100.0
176,100.0
177,100.0
178,100.0
179,100.0
180,41.17647058823529
181,100.0
182,100.0
183,100.0
184,100.0
185,100.0
186,100.0
187,100.0
188,100.0
189,100.0
190,100.0
191,41.17647058823529
192,100.0
193,100.0
194,100.0
195,100.0
196,100.0
197,100.0
198,100.0
199,100.0
200,100.0
201,100.0
202,41.17647058823529
203,100.0
204,100.0
205,100.0
206,100.0
207,100.0
208,100.0
209,94.11764705882352
210,88.23529411764706
211,88.23529411764706
212,82.35294117647058
213,41.17647058823529
214,82.35294117647058
215,82.35294117647058
216,82.35294117647058
217,82.35294117647058
218,82.35294117647058
219,82.35294117647058
220,88.23529411764706
221,94.11764705882352
222,100.0
223,100.0
224,64.70588235294117
225,41.17647058823529
226,100.0
227,100.0
228,100.0
229,100.0
230,100.0
231,100.0
232,100.0
